status,copyright,response.docs.abstract,response.docs.web_url,response.docs.snippet,response.docs.lead_paragraph,response.docs.print_section,response.docs.print_page,response.docs.source,response.docs.multimedia,response.docs.keywords,response.docs.pub_date,response.docs.document_type,response.docs.news_desk,response.docs.section_name,response.docs.type_of_material,response.docs._id,response.docs.word_count,response.docs.uri,response.docs.headline.main,response.docs.headline.kicker,response.docs.headline.content_kicker,response.docs.headline.print_headline,response.docs.headline.name,response.docs.headline.seo,response.docs.headline.sub,response.docs.byline.original,response.docs.byline.person,response.docs.byline.organization,response.meta.hits,response.meta.offset,response.meta.time,response.docs.subsection_name
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"LEAD: Yasir Arafat says that before he became chairman of the Palestine Liberation Organization, he was a wealthy, free-spending tourist who traveled through Europe and lived the good life.",https://www.nytimes.com/1988/08/04/world/arafat-describes-his-early-life-as-a-tourist.html,,"Yasir Arafat says that before he became chairman of the Palestine Liberation Organization, he was a wealthy, free-spending tourist who traveled through Europe and lived the good life.",A,9,The New York Times,,,1988-08-04T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/40a41218-ada8-50e6-acc8-39bbe96c5c39,344,nyt://article/40a41218-ada8-50e6-acc8-39bbe96c5c39,Arafat Describes His Early Life as a Tourist,NA,NA,Arafat Describes His Early Life as a Tourist,NA,NA,NA,"By Robert Pear, Special To the New York Times",,NA,3371,370,41,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"LEAD: The only hospital in the besieged Burj al Brajneh refugee district on the southern outskirts of Beirut was bombarded today in fighting between Palestinian factions that killed 7 people and wounded 24, the police said.",https://www.nytimes.com/1988/07/06/world/7-are-killed-in-beirut-battles-and-hospital-is-hit-by-shells.html,,"The only hospital in the besieged Burj al Brajneh refugee district on the southern outskirts of Beirut was bombarded today in fighting between Palestinian factions that killed 7 people and wounded 24, the police said.",A,9,The New York Times,,,1988-07-06T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/2b3afa9f-bf9f-594d-ac35-dfdeb56f3fd2,168,nyt://article/2b3afa9f-bf9f-594d-ac35-dfdeb56f3fd2,7 Are Killed in Beirut Battles And Hospital Is Hit by Shells,NA,NA,7 Are Killed in Beirut Battles And Hospital Is Hit by Shells,NA,NA,NA,AP,,AP,3371,370,41,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,LEAD: Greece said today that the United States had warned it of a pending terrorist strike before last week's attack on a excursion ship that left 9 dead and 98 wounded. But it said no specific information was given on the time or place of the assault.,https://www.nytimes.com/1988/07/19/world/greece-says-us-issued-alert-on-terrorism.html,,Greece said today that the United States had warned it of a pending terrorist strike before last week's attack on a excursion ship that left 9 dead and 98 wounded. But it said no specific information was given on the time or place of the assault.,A,3,The New York Times,,,1988-07-19T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/c23417c3-9856-53ad-a832-978322086e02,233,nyt://article/c23417c3-9856-53ad-a832-978322086e02,Greece Says U.S. Issued Alert on Terrorism,NA,NA,Greece Says U.S. Issued Alert on Terrorism,NA,NA,NA,Special to the New York Times,,NA,3371,380,37,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"  Insisting that a ""mistake"" had been rectified, the French Government struggled today to limit the political damage caused by the crisis that erupted when a radical Palestinian leader was allowed into this country for medical treatment.   The Palestinian, George Habash, leader of the Popular Front for the Liberation of Palestine, was hurriedly flown from Paris to Tunis on Saturday, but French opposition parties continued to exploit the Government's embarrassment by demanding that Cabinet ministers in charge of major departments be dismissed.",https://www.nytimes.com/1992/02/03/world/french-government-is-struggling-to-limit-damage-in-habash-case.html,,"Insisting that a ""mistake"" had been rectified, the French Government struggled today to limit the political damage caused by the crisis that erupted when a radical Palestinian leader was allowed into this country for medical treatment.",A,9,The New York Times,,,1992-02-03T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/0ae08813-fed1-5f4e-a06f-460320f0998f,830,nyt://article/0ae08813-fed1-5f4e-a06f-460320f0998f,French Government Is Struggling To Limit Damage in Habash Case,NA,NA,French Government Is Struggling To Limit Damage in Habash Case,NA,NA,NA,By Alan Riding,,NA,3371,380,37,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"  A Palestinian said today that the Palestine Liberation Organization was reconsidering a decision not to talk with Secretary of State James A. Baker 3d.   On his way to the Middle East on Thursday, Mr. Baker said, ""If Palestinians want to meet, I would of course be pleased to meet with them."" Today, the leading P.L.O. representative in the occupied territories, Faisal al-Husseini, said the P.L.O. was reconsidering its position of spurning Mr. Baker.",https://www.nytimes.com/1991/03/09/world/after-the-war-israel-plo-and-israel-see-positive-signs-in-bush-s-mideast-speech.html,,A Palestinian said today that the Palestine Liberation Organization was reconsidering a decision not to talk with Secretary of State James A. Baker 3d.,1,6,The New York Times,,,1991-03-09T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/f05f1ee3-2c99-57f4-9d11-db0f532297d8,415,nyt://article/f05f1ee3-2c99-57f4-9d11-db0f532297d8,AFTER THE WAR: Israel; P.L.O. and Israel See Positive Signs in Bush's Mideast Speech,NA,NA,AFTER THE WAR: Israel; P.L.O. and Israel See Positive Signs in Bush's Mideast Speech,NA,NA,NA,NA,,NA,3371,380,37,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,LEAD: A United States Appeals Court panel today upheld the Reagan Administration's order to close an information office in Washington affiliated with the Palestine Liberation Organization.,https://www.nytimes.com/1988/08/06/world/palestinians-lose-in-a-us-court.html,,A United States Appeals Court panel today upheld the Reagan Administration's order to close an information office in Washington affiliated with the Palestine Liberation Organization.,1,2,The New York Times,,,1988-08-06T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/919b8275-6e1d-5e39-abcc-2fbdc2d01fd7,384,nyt://article/919b8275-6e1d-5e39-abcc-2fbdc2d01fd7,Palestinians Lose in a U.S. Court,NA,NA,Palestinians Lose in a U.S. Court,NA,NA,NA,Reuters,,Reuters,3371,380,37,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"LEAD:  EARTHLY REMAINS. By Peter Hernon. (Birch Lane/Carol Publishing, $18.95.) In 1947, the British were pulling out of Palestine, leaving the region's Jews, in their struggle to create an independent state of Israel, to fight the Arabs. At the same time, a startling discovery of a group of ancient scrolls was made by a band of Bedouin tribesmen in a cave located in Trans-Jordan, little more than a stone's throw from the Dead Sea.",https://www.nytimes.com/1989/11/26/books/in-short-fiction-812189.html,,"EARTHLY REMAINS. By Peter Hernon. (Birch Lane/Carol Publishing, $18.95.) In 1947, the British were pulling out of Palestine, leaving the region's Jews, in their struggle to create an independent state of Israel, to fight the Arabs. At the same time, a startling discovery of a group of ancient scrolls was made by a band of Bedouin tribesmen in a cave located in Trans-Jordan, little more than a stone's throw from the Dead Sea. This much is fact, and it is from here that the journalist Peter Hernon has let his imagination take over - the result of which is a fascinating ''what if?'' novel. What if other scrolls were also found, also written by the Essenes, ''an obscure Jewish sect that was thought to have first existed in Palestine some two hundred years before Christ''? And what if, along with these scrolls, two other discoveries were made: the skeleton of a headless man, suspected to be John the Baptist, and the mummified corpse of a crucified man who might be Jesus Christ? Paul Davoren, a journalist assigned to cover the war, finds himself sucked into a thrilling theological treasure hunt and detective story, the ramifications of which could shake the foundations of modern Christianity. The risks in a novel like this are many. Fortunately, Mr. Hernon is not just a skillful storyteller; his eye for detail and the clever way he entwines fact and fiction do not allow the reader to doubt his premise. Mr. Hernon only falters infrequently, with love scenes between Davoren and a beautiful young scholar that fall rather flat - and at the end, when his tale turns into a more conventional thriller. Otherwise, ''Earthly Remains'' is a well-written, exciting and thought-provoking novel.",7,30,The New York Times,,,1989-11-26T05:00:00+0000,article,Book Review Desk,Books,Review,nyt://article/7b962cfd-7a54-54ab-af8b-6661b0e95167,361,nyt://article/7b962cfd-7a54-54ab-af8b-6661b0e95167,FICTION,IN SHORT,NA,IN SHORT; FICTION,NA,NA,NA,By Charles Salzberg,,NA,3371,380,37,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"  Faisal al-Husseini, the top Palestine Liberation Organization representative in the occupied territories, is a man both praised and vilified, cheered and spat upon for his political activities.   He has addressed dozens of gatherings of Israelis, of the political right as well as the left, to persuade them that Palestinians sincerely desire peace with Israel. Sometimes he is applauded; more often, especially when speaking before rightists, he is jeered.",https://www.nytimes.com/1991/10/26/world/the-middle-east-talks-top-palestinian-adviser-is-fought-by-2-extremes.html,,"Faisal al-Husseini, the top Palestine Liberation Organization representative in the occupied territories, is a man both praised and vilified, cheered and spat upon for his political activities.",1,4,The New York Times,,,1991-10-26T05:00:00+0000,article,Foreign Desk,World,Biography,nyt://article/b1272b36-b69a-5c24-8725-5d73ded5d264,823,nyt://article/b1272b36-b69a-5c24-8725-5d73ded5d264,The Middle East Talks; Top Palestinian Adviser Is Fought by 2 Extremes,NA,NA,The Middle East Talks; Top Palestinian Adviser Is Fought by 2 Extremes,NA,NA,NA,NA,,NA,3371,380,37,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"  A police investigation into the death of a Palestinian prisoner in a West Bank jail has cleared interrogators from the Israeli security service Shin Bet of criminal wrongdoing, the authorities said today.    Police Minister Ronni Milo said the investigation showed that ""Shin Bet acted as it should, and there were no grounds for the complaints and accusations against it.""   The inquiry was ordered after the death last week of Mustafa Akawi, 35 years old, who had been arrested on Jan. 22 for reported activities on behalf of the hard-line Popular Front for the Liberation of Palestine. The group is suspected by the Israeli Army of being involved in recent shootings of settlers in the occupied territories.",https://www.nytimes.com/1992/02/14/world/israeli-interrogators-cleared-in-arab-s-death.html,,"A police investigation into the death of a Palestinian prisoner in a West Bank jail has cleared interrogators from the Israeli security service Shin Bet of criminal wrongdoing, the authorities said today.",A,9,The New York Times,,,1992-02-14T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/869fd075-73eb-5bdb-a2b3-255a9b515d59,400,nyt://article/869fd075-73eb-5bdb-a2b3-255a9b515d59,Israeli Interrogators Cleared in Arab's Death,NA,NA,Israeli Interrogators Cleared in Arab's Death,NA,NA,NA,NA,,NA,3371,380,37,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,LEAD: The Arab uprising's underground leadership called on Israeli citizens today to prod their Government to negotiate with the Palestine Liberation Organization.,https://www.nytimes.com/1989/02/27/world/prod-leaders-arabs-tell-israel.html,,The Arab uprising's underground leadership called on Israeli citizens today to prod their Government to negotiate with the Palestine Liberation Organization.,A,2,The New York Times,,,1989-02-27T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/57b2d6dd-64c0-5d5b-979a-6e7451005b71,354,nyt://article/57b2d6dd-64c0-5d5b-979a-6e7451005b71,"Prod Leaders, Arabs Tell Israel",NA,NA,"Prod Leaders, Arabs Tell Israel",NA,NA,NA,Special to the New York Times,,NA,3371,380,37,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"LEAD: The American public strongly supports United States talks with Yasir Arafat and the Palestine Liberation Organization, but entertains little hope that either the P.L.O. or Israel will make the real concessions needed to achieve peace in the Middle East, the latest New York Times/CBS News Poll shows.",https://www.nytimes.com/1989/01/18/world/in-us-slim-expectations.html,,"The American public strongly supports United States talks with Yasir Arafat and the Palestine Liberation Organization, but entertains little hope that either the P.L.O. or Israel will make the real concessions needed to achieve peace in the Middle East, the latest New York Times/CBS News Poll shows.",A,6,The New York Times,,,1989-01-18T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/e3badba3-19de-57b5-b415-1423511c1a6e,339,nyt://article/e3badba3-19de-57b5-b415-1423511c1a6e,"In U.S., Slim Expectations",NA,NA,"In U.S., Slim Expectations",NA,NA,NA,NA,,NA,3371,380,37,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"LEAD: Secretary of State George P. Shultz reacted coolly yesterday to the comments in Stockholm by Yasir Arafat, the chairman of the Palestine Liberation Organization.",https://www.nytimes.com/1988/12/08/world/shultz-is-cool-to-arafat-remarks.html,,"Secretary of State George P. Shultz reacted coolly yesterday to the comments in Stockholm by Yasir Arafat, the chairman of the Palestine Liberation Organization.",A,10,The New York Times,,,1988-12-08T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/cef9254d-225e-5c11-b586-bd060e790d45,349,nyt://article/cef9254d-225e-5c11-b586-bd060e790d45,Shultz Is Cool to Arafat Remarks,NA,NA,Shultz Is Cool to Arafat Remarks,NA,NA,NA,Special to the New York Times,,NA,3371,380,37,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"LEAD: With chanting, flag-waving and emotional speeches, about 900 Palestinians and their supporters from the New York area rallied in downtown Brooklyn yesterday in celebration of the Palestine Liberation Organization's declaration of an independent state.",https://www.nytimes.com/1988/11/17/world/brooklyn-rally-backs-plo.html,,"With chanting, flag-waving and emotional speeches, about 900 Palestinians and their supporters from the New York area rallied in downtown Brooklyn yesterday in celebration of the Palestine Liberation Organization's declaration of an independent state.",A,10,The New York Times,,,1988-11-17T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/06dc3451-5688-57c3-87c5-6bdab8d6fb79,354,nyt://article/06dc3451-5688-57c3-87c5-6bdab8d6fb79,Brooklyn Rally Backs P.L.O.,NA,NA,Brooklyn Rally Backs P.L.O.,NA,NA,NA,By Thomas Morgan,,NA,3371,390,40,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"LEAD: The law ordering the closing of the Palestine Liberation Organization's observer mission at the United Nations affronts American traditions and violates U.S. obligations as host to the U.N. Unless Congress reverses itself, this law, already a profound embarrassment, could produce an adverse judgment in the World",https://www.nytimes.com/1988/02/11/opinion/repeal-the-plo-shutdown-law.html,,"The law ordering the closing of the Palestine Liberation Organization's observer mission at the United Nations affronts American traditions and violates U.S. obligations as host to the U.N. Unless Congress reverses itself, this law, already a profound embarrassment, could produce an adverse judgment in the World Court.",A,34,The New York Times,,,1988-02-11T05:00:00+0000,article,Editorial Desk,Opinion,Editorial,nyt://article/945d83c5-98af-5ea2-9652-92f2c03b4347,355,nyt://article/945d83c5-98af-5ea2-9652-92f2c03b4347,Repeal the P.L.O. Shutdown Law,NA,NA,Repeal the P.L.O. Shutdown Law,NA,NA,NA,NA,,NA,3371,390,40,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,LEAD: Yasir Arafat says the Palestine Liberation Organization has asked the Soviet Union to adopt specific measures to slow the emigration of Soviet Jews to Israel.,https://www.nytimes.com/1990/03/24/world/arafat-presses-soviets-on-jews-migration-to-israel.html,,Yasir Arafat says the Palestine Liberation Organization has asked the Soviet Union to adopt specific measures to slow the emigration of Soviet Jews to Israel.,1,6,The New York Times,,,1990-03-24T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/47094720-7981-580a-91a9-643f256071b6,958,nyt://article/47094720-7981-580a-91a9-643f256071b6,Arafat Presses Soviets on Jews' Migration to Israel,NA,NA,Arafat Presses Soviets on Jews' Migration to Israel,NA,NA,NA,"By Youssef M. Ibrahim, Special To the New York Times",,NA,3371,390,40,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"  The Socialist Government of President Francois Mitterrand found itself in the midst of a political storm today after agreeing to the hospitalization here of the Palestinian leader George Habash, whose Popular Front for the Liberation of Palestine has been linked to several terrorist actions.   Mr. Habash, who is 64 years old and suffered a stroke in Tunis on Monday, was admitted to a Paris hospital late Wednesday night.",https://www.nytimes.com/1992/01/31/world/medical-aid-for-palestinian-stirs-a-brouhaha-in-france.html,,"The Socialist Government of President Francois Mitterrand found itself in the midst of a political storm today after agreeing to the hospitalization here of the Palestinian leader George Habash, whose Popular Front for the Liberation of Palestine has been linked to several terrorist actions.",A,11,The New York Times,,,1992-01-31T05:00:00+0000,article,Foreign Desk,World,Biography,nyt://article/9e2ebb9f-3d64-52f4-b924-63b68a8f3fdd,623,nyt://article/9e2ebb9f-3d64-52f4-b924-63b68a8f3fdd,Medical Aid for Palestinian Stirs a Brouhaha in France,NA,NA,Medical Aid for Palestinian Stirs a Brouhaha in France,NA,NA,NA,By Roger Cohen,,NA,3371,390,40,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"LEAD: The leader of a P.L.O. faction, buoyed by the Palestine Liberation Organization's reconciliation with Syria, has announced plans to increase attacks against Israel from Lebanon. At the same time, Israeli troops have been conducting an extensive search in southern Lebanon for suspected guerrillas.",https://www.nytimes.com/1988/05/01/world/plo-faction-talks-of-more-raids-from-lebanon.html,,"The leader of a P.L.O. faction, buoyed by the Palestine Liberation Organization's reconciliation with Syria, has announced plans to increase attacks against Israel from Lebanon. At the same time, Israeli troops have been conducting an extensive search in southern Lebanon for suspected guerrillas.",1,21,The New York Times,,,1988-05-01T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/ae669f8b-4ad6-527d-9a89-5834995211d0,664,nyt://article/ae669f8b-4ad6-527d-9a89-5834995211d0,P.L.O. Faction Talks of More Raids From Lebanon,NA,NA,P.L.O. Faction Talks of More Raids From Lebanon,NA,NA,NA,"By Ihsan A. Hijazi, Special To the New York Times",,NA,3371,390,40,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"  From divergent perspectives within the Arab world, both Egypt and the Palestine Liberation Organization today welcomed the Bush Administration's overture toward Iraq, casting it as a chance to obtain peace.    President Bush's offer of talks with Iraq in Baghdad and Washington sent tremors through the region's diplomacy as the Arab world contemplated an outcome of the crisis short of a war that Arab leaders say publicly they do not want.",https://www.nytimes.com/1990/12/02/world/mideast-tensions-bush-s-overture-to-iraq-is-welcomed-by-both-egypt-and-the-plo.html,,"From divergent perspectives within the Arab world, both Egypt and the Palestine Liberation Organization today welcomed the Bush Administration's overture toward Iraq, casting it as a chance to obtain peace.",1,18,The New York Times,,,1990-12-02T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/c9d07b44-2e2f-5dd3-9c85-d6757c42b102,539,nyt://article/c9d07b44-2e2f-5dd3-9c85-d6757c42b102,Bush's Overture to Iraq Is Welcomed by Both Egypt and the P.L.O.,MIDEAST TENSIONS,NA,MIDEAST TENSIONS; Bush's Overture to Iraq Is Welcomed by Both Egypt and the P.L.O.,NA,NA,NA,"By By Alan Cowell, Special To the New York Times",,NA,3371,390,40,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"  The formation of a Jordanian-Palestinian delegation to a Middle East peace conference is being held up as Palestinians seek United States assurances that the delegation will include a representative from Jerusalem and that Israel will halt new settlements in the occupied territories before the talks begin, a Jordanian official said.   ""They are still demanding some satisfactory answers from the American Administration,"" the Jordanian Prime Minister, Taher al-Masri, said in a telephone interview on Saturday. He spoke after the conclusion of two days of talks involving a senior Palestine Liberation Organization delegation and King Hussein and other top Jordanian officials.",https://www.nytimes.com/1991/10/07/world/palestinians-seek-us-assurances-on-talks.html,,"The formation of a Jordanian-Palestinian delegation to a Middle East peace conference is being held up as Palestinians seek United States assurances that the delegation will include a representative from Jerusalem and that Israel will halt new settlements in the occupied territories before the talks begin, a Jordanian official said.",A,3,The New York Times,,,1991-10-07T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/43362ffa-28be-5df1-bea8-891d6f7c63a0,224,nyt://article/43362ffa-28be-5df1-bea8-891d6f7c63a0,Palestinians Seek U.S. Assurances on Talks,NA,NA,Palestinians Seek U.S. Assurances on Talks,NA,NA,NA,NA,,NA,3371,390,40,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"  The Israeli Army said today that its soldiers had killed three Palestinian guerrillas who were described as having tried to infiltrate the country during the night across the normally quiet border with Syria.    The dead men, said to have been armed with antitank missiles, hand grenades and automatic rifles, reportedly carried papers identifying them as members of a faction of the Democratic Front for the Liberation of Palestine, which is headed by Nayef Hawatmeh.",https://www.nytimes.com/1991/09/24/world/mideast-diplomacy-israel-says-it-killed-3-infiltrators.html,,The Israeli Army said today that its soldiers had killed three Palestinian guerrillas who were described as having tried to infiltrate the country during the night across the normally quiet border with Syria.,A,15,The New York Times,,,1991-09-24T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/53489c05-0194-5f11-90e9-513809a4adea,320,nyt://article/53489c05-0194-5f11-90e9-513809a4adea,Israel Says It Killed 3 Infiltrators,MIDEAST DIPLOMACY,NA,MIDEAST DIPLOMACY; Israel Says It Killed 3 Infiltrators,NA,NA,NA,NA,,NA,3371,390,40,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"  A Palestine Liberation Organization spokesman today pulled back from conciliatory remarks made by Chairman Yasir Arafat's top political aide on Sunday.   The aide, Bassam Abu Sharif, said that he believed a way could be found for Palestinian representatives to take part in a peace conference while excluding the P.L.O.",https://www.nytimes.com/1991/08/06/world/baker-after-23-days-road-encouraged-but-still-cautious-plo-backs-off-remarks.html,,A Palestine Liberation Organization spokesman today pulled back from conciliatory remarks made by Chairman Yasir Arafat's top political aide on Sunday.,A,8,The New York Times,,,1991-08-06T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/fa98d8e7-dbfe-52c7-b647-58d288a0677a,278,nyt://article/fa98d8e7-dbfe-52c7-b647-58d288a0677a,"Baker, After 23 Days on the Road, Is Encouraged but Still Cautious; P.L.O. Backs Off Remarks",NA,NA,"Baker, After 23 Days on the Road, Is Encouraged but Still Cautious; P.L.O. Backs Off Remarks",NA,NA,NA,By Paul Lewis,,NA,3371,390,40,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,LEAD: Defense Minister Yitzhak Rabin said today that his ministry authorized and paid for meetings between relatives of Israeli soldiers captured during the invasion of Lebanon and representatives of the Palestine Liberation Organization.,https://www.nytimes.com/1989/12/19/world/israel-authorizes-approach-to-plo.html,,Defense Minister Yitzhak Rabin said today that his ministry authorized and paid for meetings between relatives of Israeli soldiers captured during the invasion of Lebanon and representatives of the Palestine Liberation Organization.,A,8,The New York Times,,,1989-12-19T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/ea079801-ea8c-53c3-bbc8-95a42b14d939,423,nyt://article/ea079801-ea8c-53c3-bbc8-95a42b14d939,ISRAEL AUTHORIZES APPROACH TO P.L.O.,NA,NA,ISRAEL AUTHORIZES APPROACH TO P.L.O.,NA,NA,NA,Special to The New York Times,,NA,3371,390,40,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"  Government troops took over the last positions held by Palestine Liberation Organization guerrillas near Sidon in southern Lebanon today, a day after the Palestinians agreed to give up those bases.   The army set up checkpoints near two big refugee districts in the area, about 25 miles south of the capital, where the Palestinians have relocated after abandoning their strongholds.",https://www.nytimes.com/1991/07/06/world/lebanese-army-finishes-plo-ouster.html,,"Government troops took over the last positions held by Palestine Liberation Organization guerrillas near Sidon in southern Lebanon today, a day after the Palestinians agreed to give up those bases.",1,3,The New York Times,,,1991-07-06T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/0ed83af7-1265-51ee-b39f-39ba339ab5aa,625,nyt://article/0ed83af7-1265-51ee-b39f-39ba339ab5aa,Lebanese Army Finishes P.L.O. Ouster,NA,NA,Lebanese Army Finishes P.L.O. Ouster,NA,NA,NA,By Ihsan A. Hijazi,,NA,3371,400,62,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,LEAD: The Palestine National Council meeting in Algiers last week could be the beginning of a new phase - a diplomatic-political phase - in the Middle East conflict. That potential arises from these factors:,https://www.nytimes.com/1988/11/20/opinion/abroad-at-home-the-first-steps.html,,The Palestine National Council meeting in Algiers last week could be the beginning of a new phase - a diplomatic-political phase - in the Middle East conflict. That potential arises from these factors:,4,23,The New York Times,,,1988-11-20T05:00:00+0000,article,Editorial Desk,Opinion,Op-Ed,nyt://article/d6645fc4-3cb5-5e8b-a0d4-addd42046cd5,781,nyt://article/d6645fc4-3cb5-5e8b-a0d4-addd42046cd5,The First Steps,ABROAD AT HOME,NA,ABROAD AT HOME; The First Steps,NA,NA,NA,By Anthony Lewis,,NA,3371,400,62,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"LEAD: Even before Edward W. Said visited Washington Saturday to discuss the Middle East with Secretary of State George P. Shultz, Prime Minister Yitzhak Shamir of Israel complained that the meeting violated a United States commitment not to meet with members of the Palestine Liberation Organization.",https://www.nytimes.com/1988/03/28/world/for-edward-said-shultz-session-proved-collegial-and-constructive.html,,"Even before Edward W. Said visited Washington Saturday to discuss the Middle East with Secretary of State George P. Shultz, Prime Minister Yitzhak Shamir of Israel complained that the meeting violated a United States commitment not to meet with members of the Palestine Liberation Organization.",A,12,The New York Times,,,1988-03-28T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/66ebf066-fc1a-59b4-bcf6-48395c8b006c,756,nyt://article/66ebf066-fc1a-59b4-bcf6-48395c8b006c,"For Edward Said, Shultz Session Proved Collegial and Constructive",NA,NA,"For Edward Said, Shultz Session Proved Collegial and Constructive",NA,NA,NA,By Marvine Howe,,NA,3371,400,62,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"  Israel today softened its threat to arrest Palestinian peace negotiators who flouted Israeli law last week by publicly embracing Yasir Arafat, chairman of the Palestine Liberation Organization.   Instead of being arrested as soon as they return to Israel, as the Government previously threatened, the Palestinians will simply be investigated, a police spokeswoman said, suggesting that legal measures might be taken later.",https://www.nytimes.com/1992/06/22/world/israel-softens-threat-against-palestinians-for-meeting-arafat.html,,"Israel today softened its threat to arrest Palestinian peace negotiators who flouted Israeli law last week by publicly embracing Yasir Arafat, chairman of the Palestine Liberation Organization.",A,9,The New York Times,,,1992-06-22T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/741ae875-a571-5286-ae5f-71248590fa51,329,nyt://article/741ae875-a571-5286-ae5f-71248590fa51,Israel Softens Threat Against Palestinians For Meeting Arafat,NA,NA,Israel Softens Threat Against Palestinians For Meeting Arafat,NA,NA,NA,By Clyde Haberman,,NA,3371,400,62,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"LEAD: Under strong United States pressure to denounce a recent seaborne Palestinian raid off Tel Aviv, the Palestine Liberation Organization registered opposition today to ''any military action that targets civilians,'' but withheld specific denunciation of the aborted attack.",https://www.nytimes.com/1990/06/12/world/plo-criticizes-attacks-on-civilians.html,,"Under strong United States pressure to denounce a recent seaborne Palestinian raid off Tel Aviv, the Palestine Liberation Organization registered opposition today to ''any military action that targets civilians,'' but withheld specific denunciation of the aborted attack.",A,3,The New York Times,,,1990-06-12T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/c76de0cf-f940-5582-9cf5-68513c25537f,698,nyt://article/c76de0cf-f940-5582-9cf5-68513c25537f,P.L.O. Criticizes Attacks on Civilians,NA,NA,P.L.O. Criticizes Attacks on Civilians,NA,NA,NA,"By Alan Cowell, Special To the New York Times",,NA,3371,400,62,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"  China and Israel established diplomatic ties today, paving the way for Beijing to participate in the Moscow round of Middle East peace talks next week.   Foreign Minister David Levy of Israel, who arrived in China on Wednesday for a four-day visit before he goes to Moscow, signed a joint protocol with the Chinese Foreign Minister, Qian Qichen, establishing ambassadorial-level relations effective immediately.",https://www.nytimes.com/1992/01/24/world/israel-agrees-to-ties-with-china-aiding-beijing-role-in-talks.html,,"China and Israel established diplomatic ties today, paving the way for Beijing to participate in the Moscow round of Middle East peace talks next week.",A,9,The New York Times,,,1992-01-24T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/6d247edf-00ec-531f-aa4f-1f5cb5678d4a,323,nyt://article/6d247edf-00ec-531f-aa4f-1f5cb5678d4a,"Israel Agrees to Ties With China, Aiding Beijing Role in Talks",NA,NA,"Israel Agrees to Ties With China, Aiding Beijing Role in Talks",NA,NA,NA,By Sheryl Wudunn,,NA,3371,400,62,NA
